sentence_id,sentence,language
1165,What did he see?,eng
1166,Tom didn't attend today's meeting.,eng
1167,How many days did the Six-Day War last?,eng
1168,Helena is a secretary,eng
1169,Tom wants me to come back to see him tomorrow.,eng
1170,Tom says he doesn't want to work here anymore.,eng
1171,Tom said he didn't want any of us to help him.,eng
1172,Tom made it clear that he didn't want surgery.,eng
1173,Tom made it clear that he didn't want me here.,eng
1174,Tom doesn't want to do his homework right now.,eng
1175,Tom didn't want to hear anything I had to say.,eng
1176,He kept on singing.,eng
1177,Is it time you need?,eng
1178,Please just tell me what it is you want to do.,eng
1179,Don't eat that if you think it smells funny.,eng
1180,Is this the reason you didn't want me to come?,eng
1181,It seems that Alice is very pleased with the suit.,eng
1182,You are his brother,eng
1183,Tom ordered apple pie,eng
1184,If you don't want me to stay here,eng
1185,Have you ever seen a koala?,eng
1186,Tom'll find out.,eng
1187,What just happened?,eng
1188,I wanted you to see that I'm not all that bad.,eng
1189,I wanted to let you know that I would be late.,eng
1190,See to it that you don't make the same mistake.,eng
1191,Don't worry about your work.,eng
1192,I want Tom to understand why I had to do this.,eng
1193,I want to get out of here as soon as possible.,eng
1194,I want to find out where Tom bought his shoes.,eng
1195,What about you?,eng
1196,I asked Tom to play the guitar.,eng
1197,What did they want?,eng
1198,Read whatever you like.,eng
1199,The weather in Florida is generally moderate.,eng
1200,It may possibly be fine tomorrow.,eng
1201,Most toothpastes contain fluoride.,eng
1202,She's Alain's wife.,eng
1203,She cannot stand what her husband does.,eng
1204,The Conservative Party won the election in 1992.,eng
1205,I had a tooth extraction a week ago.,eng
1206,It's very hot,eng
1207,You should take better care of yourself.,eng
1208,Italy is the only country that regards war as a soccer game,eng
1209,The sky is clear almost every day.,eng
1210,I wish I had not bought such a useless thing.,eng
1211,You can go.,eng
1212,You would've liked it.,eng
1213,Tom needs to stay where he is.,eng
1214,I used to go fishing with my father when I was a child.,eng
1215,You make me happy.,eng
1216,I got married 8 years ago.,eng
1217,Do you know what Tom's secret is?,eng
1218,I've never heard of that stereotype!,eng
1219,I have to return this book to the library today.,eng
1220,You must try and come to the party.,eng
1221,Tell me what the gentleman is like.,eng
1222,The man stood up and began to sing.,eng
1223,Sing the song once more,eng
1224,The shrine was built two hundred years ago.,eng
1225,Shake before using.,eng
1226,You can't judge a person if you don't know him well.,eng
1227,The fact was brought to light.,eng
1228,Do I have to do it over again?,eng
1229,Yerba mate became a hit in Korea.,eng
1230,We're going to the theater.,eng
1231,This is the future.,eng
1232,I told him to stop speaking,eng
1233,The horse stopped and refused to move.,eng
1234,It's difficult to speak English well.,eng
1235,Tom has been busy all morning.,eng
1236,Tom almost kissed Mary,eng
1237,I didn't know we were having company.,eng
1238,The studio is very small,eng
1239,He often attributes his success to his wife.,eng
1240,Tom and John were both kicked off the team.,eng
1241,Why don't you help Tom?,eng
1242,I didn't dare do that.,eng
1243,I don't need a new TV.,eng
1244,We are watching.,eng
1245,Don't be ashamed of yourself.,eng
1246,The dog is still alive.,eng
1247,She said that it might be true.,eng
1248,Someone opened the window.,eng
1249,Tom is a millionaire.,eng
1250,At what time do you exit from the office?,eng
1251,He was sitting on the floor.,eng
1252,I thought you'd be interested in this.,eng
1253,The newly elected president is something of a poet.,eng
1254,The old man spoke to me in French.,eng
1255,I'm innocent,eng
1256,The pen is broken.,eng
1257,He talks a lot.,eng
1258,Don't bother waking me up at 4:00 a.m. I don't plan to go fishing tomorrow.,eng
1259,Do you like the Bulgarian circus?,eng
1260,She was poor,eng
1261,I study English every day.,eng
1262,Do you want to add avocado to the salad?,eng
1263,Mary came home and found Tom in bed with her best friend.,eng
1264,Let me tell you something about Boston.,eng
1265,True artists scorn nothing; they force themselves to understand instead of judging.,eng
1266,He left his mother and his girlfriend in France.,eng
1267,He's written ten books,eng
1268,The distance from the sun to the earth is about 93 million miles.,eng
1269,She is mad at me.,eng
1270,This is the house that Jack built.,eng
1271,He talks well.,eng
1272,Tom was expelled from the Senate.,eng
1273,The teacher can't have said such a thing.,eng
1274,Mayuko was reading and Meg was painting.,eng
1275,Sit wherever you like.,eng
1276,Let's get in the house.,eng
1277,My sister asked me to teach her how to ski.,eng
1278,Do you like to live in the country?,eng
1279,He's my best friend. It's like we are brothers.,eng
1280,I have three tickets.,eng
1281,I will quit smoking for good.,eng
1282,Hi,eng
1283,Hopefully you won't lie to me any more.,eng
1284,That chimney is very high.,eng
1285,Alan is neither happy,eng
1286,What's the minimum salary in Estonia?,eng
1287,I would like to see it.,eng
1288,I have a spacious shower.,eng
1289,Your glasses are on the small table.,eng
1290,I don't speak Spanish.,eng
1291,The rumor isn't true.,eng
1292,In the wardrobe,eng
1293,Was anybody here while I was out?,eng
1294,Is he right?,eng
1295,It was just a shot in the dark.,eng
1296,Tom never was mean.,eng
1297,The mirror is very dirty.,eng
1298,Are you sure we can't repair this camera?,eng
1299,I didn't know that.,eng
1300,The plumbing has a water softener to eliminate lime.,eng
1301,Tom knows why Mary is planning to go to Boston.,eng
1302,The gardener planted a rose tree in the middle of the garden.,eng
1303,The results of our opinion poll permit some interesting conclusions.,eng
1304,Tom smiled when Mary looked at him.,eng
1305,No one moved.,eng
1306,I want a room for tonight.,eng
1307,I like white roses better than red ones.,eng
1308,I showed her my room.,eng
1309,Some athletes sweat more than others.,eng
1310,Amsterdam is amazing!,eng
1311,Anybody can do this.,eng
1312,I want breakfast in my room.,eng
1313,Tom poured himself a glass of scotch.,eng
1314,Who's bag is this for?,eng
1315,You have a lot to learn about business.,eng
1316,Are your parents coming home?,eng
1317,I'm going to attend to the customer.,eng
1318,We must sleep at least eight hours a day.,eng
1319,The train on which he left goes to Tokyo Station.,eng
1320,Tom is playing tennis with Mary.,eng
1321,It took a long time for me to convince him that I was right.,eng
1322,He was laughed at by his friends.,eng
1323,What do I have to do to make you believe me?,eng
1324,Do you like swimming?,eng
1325,Tom is having trouble dealing with the fact that his father was a mass murderer.,eng
1326,Say what is true.,eng
1327,My little son can drive a car.,eng
1328,He drank a bottle of wine.,eng
1329,I don't speak Kazakh.,eng
1330,He has lost his umbrella.,eng
1331,I would like to know more about science.,eng
1332,Tomorrow we have to get up early.,eng
1333,I'm not drinking tonight.,eng
1334,I'm not going to answer any more questions.,eng
1335,Tom Jackson is actually not the manager.,eng
1336,It's been a while since I've been here,eng
1337,They were both silent for a while.,eng
1338,I told the truth.,eng
1339,I'm getting tired of your complaints.,eng
1340,What do you think I'm thinking right now?,eng
1341,You'll see it for yourself.,eng
1342,Let Tom know where I am.,eng
1343,The spaceship made a perfect landing.,eng
1344,I already told you he isn't here.,eng
1345,The patient needs to be looked after by a doctor. And the sooner the doctor looks after him,eng
1346,Where are you from,eng
1347,One day,eng
1348,It's a good way to make friends.,eng
1349,I do not want to argue with you.,eng
1350,Find out where Tom is.,eng
1351,This is why I would like an extended visa as well as as funds for my stay.,eng
1352,Tom has been waiting all his life for a woman like Mary.,eng
1353,She replied that she had never seen the man before.,eng
1354,If the shoe fits,eng
1355,Anyway,eng
1356,She's from Somalia.,eng
1357,I take back everything I said.,eng
1358,Don't play baseball in the park.,eng
1359,All is well.,eng
1360,When is blueberry season?,eng
1361,He said that with dignity.,eng
1362,Are you headed towards me?,eng
1363,The system will be adjusted to what it is that you are allowed to see.,eng
1364,Perhaps the only true dignity of man is his capacity to despise himself.,eng
1365,The young man driving the car was drunk.,eng
1366,We had a nice time last night.,eng
1367,A vampire can paralyze people just by looking at them.,eng
1368,He said he wanted to be a scientist.,eng
1369,The phone rang for a long time.,eng
1370,They usually sleep in this room.,eng
1371,Without your help,eng
1372,Let me know if you'll need anything.,eng
1373,Marilyn Monroe died 33 years ago.,eng
1374,Tom knew that Mary wouldn't give up.,eng
1375,It's abundantly clear.,eng
1376,Rosa Parks was arrested.,eng
1377,He worked day and night so that his family could live in comfort.,eng
1378,I'll give you an answer in a day or two.,eng
1379,He still rings me from time to time.,eng
1380,The allegations they made were unfounded.,eng
1381,Incidentally,eng
1382,She is independent of her parents.,eng
1383,This subject is extremely controversial.,eng
1384,He hit on a splendid idea.,eng
1385,Don't use a language other than Esperanto!,eng
1386,He confessed his guilt.,eng
1387,He admitted his guilt.,eng
1388,I'd prefer that you stay home tonight.,eng
1389,Were there any glasses on the table?,eng
1390,Can you come at 9?,eng
1391,Can I take a picture of you?,eng
1392,Tom helped Mary carry her suitcases.,eng
1393,Tom confessed to murdering Mary.,eng
1394,The new secretary types faster than the old one.,eng
1395,Today,eng
1396,I will abolish capital punishment.,eng
1397,Some medicine does us harm.,eng
1398,I didn't want to see Tom's face.,eng
1399,Here is Japan.,eng
1400,Grass doesn't grow faster if you pull it.,eng
1401,You are prohibited from smoking here.,eng
1402,Tom says he's Canadian.,eng
1403,Everything seems fine.,eng
1404,She is down with influenza.,eng
1405,How many people?,eng
1406,"What's your name? ""My name's Tom.""",eng
1407,My name is Yatarou.,eng
1408,Hello! How are you?,eng
1409,Acid rain is not a natural phenomenon.,eng
1410,I'm not letting Tom near my kids.,eng
1411,I must translate the sentences.,eng
1412,Tom runs fast.,eng
1413,What a beautiful dress you have on!,eng
1414,Behave yourself during my absence.,eng
1415,I'm in the middle of a muddle.,eng
1416,By the way,eng
1417,They added a woman to the committee.,eng
1418,I can't stand that noise any longer.,eng
1419,Tom's boss is Canadian.,eng
1420,I'd like to be your boyfriend.,eng
1421,How did Tom find out?,eng
1422,This evening we will go to church.,eng
1423,Please give me something to drink.,eng
1424,She has two sisters. Both live in Kyoto.,eng
1425,Jim will not come today.,eng
1426,Tom has a Canadian wife.,eng
1427,She always carries a Bible.,eng
1428,She always studies while listening to music.,eng
1429,She answered my letter right away.,eng
1430,I slid down the pole.,eng
1431,Don't judge others by the color of their skin.,eng
1432,How many sandwiches are there left?,eng
1433,I'm not going to make fun of Tom.,eng
1434,Tom isn't really Canadian.,eng
1435,I want him to read this.,eng
1436,The people rebelled against the king.,eng
1437,How long will it take?,eng
1438,I want you to watch this video.,eng
1439,I've never wanted to do that.,eng
1440,This girl is almost always with him.,eng
1441,Do you need to do that again?,eng
1442,Tom had his key dangling around his neck on a chain.,eng
1443,I'm sure Tom will be able to win.,eng
1444,What will you do in college?,eng
1445,Come quickly. It's urgent.,eng
1446,Tom came by car.,eng
1447,This car is always breaking down lately.,eng
1448,Do you know the name of this flower?,eng
1449,Read this first.,eng
1450,The vacation begins this week.,eng
1451,Fruits have seeds in them.,eng
1452,Mary hasn't had her lunch yet.,eng
1453,Silver chloride is not completely water-soluble.,eng
1454,Tom's parents were Canadian.,eng
1455,Do you know where she went?,eng
1456,Just have a seat.,eng
1457,You've seen something,eng
1458,We want justice.,eng
1459,If you want to join the club,eng
1460,Don't forget to see me tomorrow morning.,eng
1461,She's a complete bitch.,eng
1462,Tom has a friend in Boston.,eng
1463,No one's in the bath.,eng
1464,Tom doesn't know anything about what happened.,eng
1465,He had only one hundred yen with him.,eng
1466,Which is closer to Arabic in terms of sound,eng
1467,The water is not clean.,eng
1468,Tom sat on the pier,eng
1469,As far as I know,eng
1470,The ring has a diamond in it.,eng
1471,Can you build a fire with twigs?,eng
1472,This ticket is valid for three months.,eng
1473,Does your sister study there?,eng
1474,She is not accustomed to driving for a long time.,eng
1475,Japan exports a great number of cars to foreign countries.,eng
1476,I don't know how to express my gratitude.,eng
1477,Tom is married to a Canadian.,eng
1478,You have until midnight.,eng
1479,Who's knocking on the door?,eng
1480,It will be all better if you can come now.,eng
1481,I'm putting my ass in a sling for you.,eng
1482,My little sister looks like my mum.,eng
1483,Her brother nearly died in a traffic accident nine years ago.,eng
1484,I'm not angry with you.,eng
1485,Stay away from her!,eng
1486,I think Tom will be able to solve the problem.,eng
1487,After a six month period,eng
1488,I took it for granted that Tom could speak French.,eng
1489,Her villa sits on the hill.,eng
1490,I wanted Tom to come.,eng
1491,Tom is in Boston now.,eng
1492,Phrases heard in children's games can be handed down for generations after their meaning has been forgotten.,eng
1493,He has had a long teaching career.,eng
1494,The toll from the accident was 5 persons dead and 100 persons injured.,eng
1495,The last card is mine.,eng
1496,She prayed for her son's return.,eng
1497,I could not bring myself to eat it.,eng
1498,Hounds hunt by their keen scent.,eng
1499,Graduating from university without studying is a victory,eng
1500,Bill brought me a glass of water.,eng
1501,No one except Tom will be able to do that.,eng
1502,She has no fear.,eng
1503,She raised the boy to be a fine person.,eng
1504,We pay our bills at the end of the month.,eng
1505,If wishes were horses,eng
1506,They just want an excuse to fire you.,eng
1507,My sister will go to Tokyo next year.,eng
1508,It is necessary to make the study of languages easier.,eng
1509,I won't go back with you.,eng
1510,Mary called me a stupid bitch.,eng
1511,Nobody will be able to stop Tom from doing that.,eng
1512,I'm going to tell everybody.,eng
1513,Why's everybody so quiet?,eng
1514,The boy bought a dog.,eng
1515,That's her boyfriend.,eng
1516,I didn't want to go to Tom and Mary's wedding.,eng
1517,I didn't think Tom would want to see me again.,eng
1518,I don't want anyone wearing my clothes but me.,eng
1519,I don't want to live too near to where I work.,eng
1520,I don't want to start anything I can't finish.,eng
1521,I don't want Tom to drive. He's been drinking.,eng
1522,I don't want to bother Tom while he's working.,eng
1523,I didn't want anyone to know why I went there.,eng
1524,My grandfather speaks very slowly.,eng
1525,Beauty itself is but the sensible image of infinite.,eng
1526,I like to praise Mary.,eng
1527,He behaved like a child.,eng
1528,What do you like to eat for lunch?,eng
1529,I have time tomorrow morning.,eng
1530,She saw me enter the store.,eng
1531,It all started with a dream.,eng
1532,It all started with an idea.,eng
1533,It all started with a well-intentioned experiment.,eng
1534,It all started in this place.,eng
1535,It all started in this lab.,eng
1536,It all started on a stormy day.,eng
1537,It all started on a January morning.,eng
1538,It all started on a gloomy night.,eng
1539,It all started that day.,eng
1540,It all started the day I was born.,eng
1541,It all started the day I became ten years old.,eng
1542,You are very fortunate that you have such friends.,eng
1543,It's too late now.,eng
1544,It all started on a hot summer night.,eng
1545,Is Tom good?,eng
1546,He's out of position.,eng
1547,The tradition of making a wish when you see a shooting star is very old.,eng
1548,Perfect solutions require much time.,eng
1549,Is that the real reason?,eng
1550,Tom is heavily armed.,eng
1551,To you,eng
1552,No,eng
1553,Do you like cheeseburgers?,eng
1554,That is why she didn't want to be with him any more.,eng
1555,I wear a suit and tie.,eng
1556,I wear a suit but wear no tie.,eng
1557,Where is his clinic situated?,eng
1558,Mary slapped Tom.,eng
1559,Where is everyone?,eng
1560,He's a man of flesh and blood.,eng
1561,We use gestures as well as words to communicate with others.,eng
1562,Now we understand.,eng
1563,She left the room without saying goodbye.,eng
1564,He forgot that he bought her a present.,eng
1565,Thank you for the lead.,eng
1566,Can you come back on Monday?,eng
1567,I waited for him till ten.,eng
1568,You understand me,eng
1569,Have you travelled anywhere recently?,eng
1570,Sally was constantly changing her hairstyle.,eng
1571,Tom saw Mary crying.,eng
1572,This is your special day.,eng
1573,I am going with you.,eng
1574,My brother ran out of the room without saying anything.,eng
1575,"Our boss insisted on that price, the shopkeeper explained. ""But you know",eng
1576,My friends call me Beth.,eng
1577,She is always cheerful.,eng
1578,What happened to the rest of the food?,eng
1579,I almost got robbed.,eng
1580,That's surely a misunderstanding.,eng
1581,Call me if you find it.,eng
1582,I've just seen Marie at the park.,eng
1583,I've been robbed.,eng
1584,I'll pay with my card.,eng
1585,Hey,eng
1586,He isn't happy at all.,eng
1587,Route 12 stops near the opera house.,eng
1588,He can play tennis.,eng
1589,The foot feels the foot when it feels the ground.,eng
1590,I wish I had a house of my own.,eng
1591,Please feel free to ask questions.,eng
1592,She wasn't there last month.,eng
1593,She knows speaking French fluently.,eng
1594,Would you like to sit down?,eng
1595,Misery and sorrow accompany war.,eng
1596,That child was happy to get the gift.,eng
1597,She turned down my request.,eng
1598,That was the beginning of everything.,eng
1599,Excuse me for opening your letter by mistake.,eng
1600,Please forgive me for opening your letter by mistake.,eng
1601,This potato salad wants boiled eggs.,eng
1602,I slapped his face.,eng
1603,I don't know the key to success,eng
1604,When did you immigrate to our country?,eng
1605,She warmed herself by the fire.,eng
1606,That house belongs to him.,eng
1607,The old houses were torn down to make room for a supermarket.,eng
1608,Never put off until tomorrow what you can do the day after tomorrow.,eng
1609,All animals are equal,eng
1610,Ignorance is bliss.,eng
1611,Children are poor men's riches.,eng
1612,Time has no divisions to mark its passage,eng
1613,Life is too short to learn German.,eng
1614,My mother used to be into tennis.,eng
1615,Mary's sister is a total bitch.,eng
1616,I just need to know the truth.,eng
1617,Laugh and be fat.,eng
1618,Tom didn't mention Mary at all.,eng
1619,And for more than an hour she made believe not to know what there was for dinner.,eng
1620,Life is like riding a bicycle. To keep your balance you must keep moving.,eng
1621,Love is giving something one doesn't have.,eng
1622,Is Tom dead?,eng
1623,Aren't you the one who spilled the paint?,eng
1624,The front brakes don't work.,eng
1625,Let's go and see Tom.,eng
1626,No country on earth is safe in this nuclear age.,eng
1627,First of all,eng
1628,He did that on purpose.,eng
1629,I have a lot of Canadian friends.,eng
1630,He's a science teacher.,eng
1631,She must have once been a real beauty.,eng
1632,Where is the nearest telephone?,eng
1633,What harm would it do,eng
1634,Are you saying Tom isn't Canadian?,eng
1635,They had once helped each other.,eng
1636,Did you learn a lot?,eng
1637,She sells sea shells.,eng
1638,She disliked him.,eng
1639,He cheated on my mother.,eng
1640,Tom is insensitive.,eng
1641,I think Tom is insensitive.,eng
1642,He lives like a monk.,eng
1643,I want you to leave Tom alone.,eng
1644,I'll get in touch with Tom by telephone tomorrow and ask him to give us a hand.,eng
1645,The ayu season has opened.,eng
1646,That's right,eng
1647,He didn't buy it.,eng
1648,He said he would come and he did come.,eng
1649,What were you doing when I saw you?,eng
1650,It started raining,eng
1651,I took shelter under my friend's umbrella.,eng
1652,He wouldn't harm a fly.,eng
1653,I still have some doubts.,eng
1654,My mother lives by herself.,eng
1655,It rained a lot last year.,eng
1656,I'll have it finished by the end of the week.,eng
1657,Do your homework by yourself.,eng
1658,Aren't you planning to take any time off?,eng
1659,Different people have different ideas.,eng
1660,Different flowers represent different meanings.,eng
1661,They expect us tomorrow at 2:30.,eng
1662,She didn't like him.,eng
1663,I can stop smoking anytime I want.,eng
1664,Each country's customs are different,eng
1665,I was so sure this was what I wanted.,eng
1666,I'm not going to hurt you.,eng
1667,Tom's shoes are too big for him.,eng
1668,If I knew you better,eng
1669,I'm proud to have him as a friend.,eng
1670,You changed my life.,eng
1671,Why are you so sure Tom is Canadian?,eng
1672,Speaking the same language in between several cultures sometimes is a source of more confusion than to speak different languages,eng
1673,Tom wasn't wearing a wedding ring,eng
1674,From here on out things are going to change,eng
1675,My friend's father is a famous novelist.,eng
1676,I don't want to shoot you,eng
1677,Tom bought a house with six rooms.,eng
1678,The bus arrived ten minutes late.,eng
1679,I don't want to spend any more time than necessary cleaning the house.,eng
1680,You should stand up to speak.,eng
1681,I promise you I'll help you.,eng
1682,How many languages can you speak?,eng
1683,I am gay.,eng
1684,Hate is a cancer on society.,eng
1685,We need to care for our planet.,eng
1686,I want this cat.,eng
1687,Man lives not by bread alone.,eng
1688,You are at liberty to leave any time.,eng
1689,I'm gay,eng
1690,We need to cut costs.,eng
1691,Tell me your plans for the future.,eng
1692,Act your age.,eng
1693,At night you sleep.,eng
1694,They are reading her book.,eng
1695,It's all going to be OK.,eng
1696,I'll stay in Berlin for ten days.,eng
1697,It's very easy to use.,eng
1698,I always thought Tom was a Canadian.,eng
1699,It was the most painful thing in my life.,eng
1700,Here it's August and our summer vacation is nearly over.,eng
1701,He gave the same answer as before.,eng
1702,It was a hoax.,eng
1703,Is this a hoax?,eng
1704,Betty killed him.,eng
1705,There is nothing in this world that I am afraid of.,eng
1706,Tom loved animals.,eng
1707,I have been to Paris.,eng
1708,Let's go shoplift from the supermarket.,eng
1709,He finished this work for himself.,eng
1710,That cost him his job.,eng
1711,For that reason,eng
1712,Is the Loch Ness monster real or is it just an elaborate hoax?,eng
1713,Where's the ketchup?,eng
1714,Unfortunately,eng
1715,You're the victim of a hoax.,eng
1716,I remember seeing you before.,eng
1717,I remember what you said.,eng
1718,He went blind.,eng
1719,I bought this for Tom.,eng
1720,She is extremely vulgar in her speech.,eng
1721,She is quite decent in conduct.,eng
1722,I'm starting to learn German.,eng
1723,It is difficult to relate to someone who has different values from you.,eng
1724,I look very different.,eng
1725,Has the world gone mad?,eng
1726,He and I are the same age.,eng
1727,We really missed you.,eng
1728,They'll be here soon.,eng
1729,They're both artists.,eng
1730,When will your father arrive?,eng
1731,It's a matter of time.,eng
1732,It is me that is wrong.,eng
1733,It's not my birthday.,eng
1734,My brother Jacques is fourteen years old.,eng
1735,I'll miss this place.,eng
1736,You guys are idiots.,eng
1737,You guys have to go.,eng
1738,You taught him well.,eng
1739,You were both drunk.,eng
1740,Don't you want to hear about what I did last summer?,eng
1741,He tried to choke him.,eng
1742,You could sell that.,eng
1743,It's not my concern.,eng
1744,You can't leave me.,eng
1745,To the devil with you!,eng
1746,I am 19 years old.,eng
1747,You guys are crazy.,eng
1748,I think you know who I'm talking about.,eng
1749,Don't put books on the table.,eng
1750,How do you know my father?,eng
1751,An ugly man knocked on my door.,eng
1752,Yes,eng
1753,The vacant stare of dolls' eyes has always creeped me out.,eng
1754,I don't like politics.,eng
1755,Maybe you should stop reading romance novels.,eng
1756,I do not have much time.,eng
1757,We lost the game.,eng
1758,That was not my question.,eng
1759,He doesn't go to church.,eng
1760,We could see nothing but fog.,eng
1761,"She's dead. ""No",eng
1762,Her English is better than her French.,eng
1763,Tom's eyesight is deteriorating.,eng
1764,She has lived in this city for five years already.,eng
1765,I've been waiting.,eng
1766,May I go?,eng
1767,Would you please refrain from smoking when babies are here?,eng
1768,I am thin.,eng
1769,I get by.,eng
1770,I will take the one that is more expensive.,eng
1771,I am calm.,eng
1772,I'm up next.,eng
1773,Some water,eng
1774,Are you falling in love with me?,eng
1775,Ivy Bean,eng
1776,I spent more than three-quarters of my summer vacations traveling.,eng
1777,We need at least eight hours of sleep each day.,eng
1778,Do you like sports?,eng
1779,Could you call again later,eng
1780,Tom's not coming,eng
1781,Tom wants a full report by this time tomorrow.,eng
1782,Tom and I want to talk to you about something.,eng
1783,I have not seen him for a long time.,eng
1784,I arrived at 2:30.,eng
1785,Don't poke fun at foreigners.,eng
1786,Potatoes are very cheap.,eng
1787,Mary was expelled from the Senate.,eng
1788,I like people who use language beautifully.,eng
1789,She has gone abroad.,eng
1790,My watch says 2:30.,eng
1791,Let's start at 2:30.,eng
1792,I'm leaving at 2:30.,eng
1793,I come home at 2:30.,eng
1794,Please come at 2:30.,eng
1795,We waited till 2:30.,eng
1796,I'll see you at 2:30.,eng
1797,He is a novelist and poet.,eng
1798,He is a storyteller and a poet.,eng
1799,The police can't question Tom until his lawyer gets here.,eng
1800,The police detained several suspects for questioning.,eng
1801,We waited until 2:30.,eng
1802,She threatened to kill me.,eng
1803,I prepared well for this examination.,eng
1804,Do you even know who Tom is?,eng
1805,You don't have to answer if you don't want to.,eng
1806,We'll see you at 2:30.,eng
1807,I'll be there at 2:30.,eng
1808,I get off work at 2:30.,eng
1809,We'll be there at 2:30.,eng
1810,I thought we said 2:30.,eng
1811,Tom has a new girlfriend already.,eng
1812,May I call at around 2:30?,eng
1813,I've been up since 2:30.,eng
1814,Your forehead's bleeding.,eng
1815,You seem happy.,eng
1816,In Great Britain the king reigns,eng
1817,Tom is never at a loss for words.,eng
1818,Illness prevented me from coming to school.,eng
1819,You should pay more attention to what he says.,eng
1820,I'll be busy until 2:30.,eng
1821,The show starts at 2:30.,eng
1822,The game begins at 2:30.,eng
1823,I'll be there till 2:30.,eng
1824,It'll probably rain tomorrow.,eng
1825,I need to find a job.,eng
1826,I'll give you until 2:30.,eng
1827,Which do you like better,eng
1828,Please come back at 2:30.,eng
1829,Tom believes everything Mary says.,eng
1830,I have to be home by 2:30.,eng
1831,Here's a towel that you can use.,eng
1832,We could meet you at 2:30.,eng
1833,I'll be there at 2:30,eng
1834,Be there by 2:30 for sure.,eng
1835,I spent all day studying French.,eng
1836,I have to be back by 2:30.,eng
1837,I have a plan. Don't worry.,eng
1838,She employed a private detective to keep a watch on her husband.,eng
1839,My appointment is at 2:30.,eng
1840,I thought I had until 2:30.,eng
1841,I had to do it before 2:30.,eng
1842,I need to know before 2:30.,eng
1843,Your flight leaves at 2:30.,eng
1844,We won't be here after 2:30.,eng
1845,He played a minor part in the play.,eng
1846,I was expecting you at 2:30.,eng
1847,I expect to be back by 2:30.,eng
1848,We are adjourned until 2:30.,eng
1849,Registration starts at 2:30.,eng
1850,I didn't get home until 2:30.,eng
1851,I'm going to wait until 2:30.,eng
1852,I'll try to be there by 2:30.,eng
1853,They disguised themselves as fishermen and escaped in a boat.,eng
1854,You have to be there by 2:30.,eng
1855,I'll get there at about 2:30.,eng
1856,Will you be finished by 2:30?,eng
1857,A flattering friend is your worst enemy.,eng
1858,I have to be in court at 2:30.,eng
1859,Why don't you meet me at 2:30?,eng
1860,I'll have it done before 2:30.,eng
1861,My flight arrived at 2:30 p.m.,eng
1862,I suggest you wait until 2:30.,eng
1863,I have an appointment at 2:30.,eng
1864,What's happening here at 2:30?,eng
1865,Nothing will happen until 2:30.,eng
1866,She lost weight.,eng
1867,Tom wants me to take a picture of his new car.,eng
1868,See you Monday.,eng
1869,It's only Monday.,eng
1870,He mistook me for my mother.,eng
1871,She taught me how to make a web site.,eng
1872,Today isn't Monday.,eng
1873,I'll be there Monday.,eng
1874,Yesterday was Monday.,eng
1875,"Never write the words ""bortsch"" and ""shchi"" in German!",eng
1876,School starts Monday.,eng
1877,It's Monday,eng
1878,You have until Monday.,eng
1879,Please come on Monday.,eng
1880,Do you work on Monday?,eng
1881,I said go away.,eng
1882,Is this really Monday?,eng
1883,Why wait until Monday?,eng
1884,I'll come back Monday.,eng
1885,Monday was a busy day.,eng
1886,My wife is trying to sleep.,eng
1887,That may happen Monday.,eng
1888,We came back on Monday.,eng
1889,I'm resigning on Monday.,eng
1890,She ran to her room,eng
1891,I'll get home on Monday.,eng
1892,Classes begin on Monday.,eng
1893,The sale ends on Monday.,eng
1894,The auction ends Monday.,eng
1895,Classes start on Monday.,eng
1896,We do this every Monday.,eng
1897,I'll be ready on Monday.,eng
1898,Monday is my busiest day.,eng
1899,A promise is not enough.,eng
1900,I'll see you guys Monday.,eng
1901,Today's Monday,eng
1902,Just give me till Monday.,eng
1903,See you Monday at school.,eng
1904,Can you stay till Monday?,eng
1905,I'll do that next Monday.,eng
1906,I have to come on Monday.,eng
1907,Let's go there on Monday.,eng
1908,Tom likes chocolate.,eng
1909,Try to be there on Monday.,eng
1910,Monday was a horrible day.,eng
1911,When you watch television or listen to the radio,eng
1912,School will open on Monday.,eng
1913,I'll meet you Monday night.,eng
1914,We meet every Monday night.,eng
1915,Can we do it before Monday?,eng
1916,I'll be there Monday night.,eng
1917,Where were you last Monday?,eng
1918,Monday morning was typical.,eng
1919,Yes,eng
1920,His plan ought not to be abandoned.,eng
1921,We have to be there Monday.,eng
1922,He told me that his father was a teacher.,eng
1923,I can get it done by Monday.,eng
1924,It doesn't matter whether she admits her guilt or not.,eng
1925,He heaped up a fortune.,eng
1926,Why aren't you dead?,eng
1927,The zoo is closed on Monday.,eng
1928,Do you want to send a message?,eng
1929,I should be there on Monday.,eng
1930,Where were you Monday night?,eng
1931,You should have watched the movie last night.,eng
1932,Fifteen more minutes and I'll be out of here.,eng
1933,I was pretty sick on Monday.,eng
1934,Kate's voice is clearly different from the other girls'.,eng
1935,Can I pay you back on Monday?,eng
1936,Why don't we share a room?,eng
1937,Where did you get all those keys?,eng
1938,We start classes next Monday.,eng
1939,Monday's game was rained out.,eng
1940,He put aside the book.,eng
1941,Dad came home a few minutes ago.,eng
1942,School will start next Monday.,eng
1943,I'm getting married on Monday.,eng
1944,I'm free every day but Monday.,eng
1945,I've had the flu since Monday.,eng
1946,This has to be done by Monday.,eng
